Шаг 27: [1, 3, 4, 5, 5, 7, 8, 10, 20, 2, 1, 30, 41, 56]
Шаг 28: [1, 3, 4, 5, 5, 7, 8, 10, 2, 20, 1, 30, 41, 56]
Шаг 29: [1, 3, 4, 5, 5, 7, 8, 10, 2, 1, 20, 30, 41, 56]
Шаг 30: [1, 3, 4, 5, 5, 7, 8, 2, 10, 1, 20, 30, 41, 56]
Шаг 31: [1, 3, 4, 5, 5, 7, 8, 2, 1, 10, 20, 30, 41, 56]
Шаг 32: [1, 3, 4, 5, 5, 7, 2, 8, 1, 10, 20, 30, 41, 56]
Шаг 33: [1, 3, 4, 5, 5, 7, 2, 1, 8, 10, 20, 30, 41, 56]
Шаг 34: [1, 3, 4, 5, 5, 2, 7, 1, 8, 10, 20, 30, 41, 56]
Шаг 35: [1, 3, 4, 5, 5, 2, 1, 7, 8, 10, 20, 30, 41, 56]
Шаг 36: [1, 3, 4, 5, 2, 5, 1, 7, 8, 10, 20, 30, 41, 56]
Шаг 37: [1, 3, 4, 5, 2, 1, 5, 7, 8, 10, 20, 30, 41, 56]
Шаг 38: [1, 3, 4, 2, 5, 1, 5, 7, 8, 10, 20, 30, 41, 56]
Шаг 39: [1, 3, 4, 2, 1, 5, 5, 7, 8, 10, 20, 30, 41, 56]
Шаг 40: [1, 3, 2, 4, 1, 5, 5, 7, 8, 10, 20, 30, 41, 56]
Шаг 41: [1, 3, 2, 1, 4, 5, 5, 7, 8, 10, 20, 30, 41, 56]
Шаг 42: [1, 2, 3, 1, 4, 5, 5, 7, 8, 10, 20, 30, 41, 56]
Шаг 43: [1, 2, 1, 3, 4, 5, 5, 7, 8, 10, 20, 30, 41, 56]
Шаг 44: [1, 1, 2, 3, 4, 5, 5, 7, 8, 10, 20, 30, 41, 56]
